escenario_actual,problema_detectado,evidencia_numerica,cambio_recomendado,efecto_esperado,prioridad,decision,scenario_base,tp,family,benchmark_split
T3_MixedBimodal_SmallAndLarge__TP11_ManyToOne,TP_NOT_DIFFERENTIATING,delivery=0.0309; overhead=52.5333; drops=0; encounters=41; std_base=0.0195,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,stress,T3_MixedBimodal_SmallAndLarge,TP11,07_traffic,stress
T3_MixedBimodal_SmallAndLarge__TP12_GroupToGroup,TP_NOT_DIFFERENTIATING,delivery=0.0429; overhead=47.0476; drops=0; encounters=41; std_base=0.0195,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,stress,T3_MixedBimodal_SmallAndLarge,TP12,07_traffic,stress
T4_VeryShortTtl_5to10min__TP01_Baseline,TP_NOT_DIFFERENTIATING,delivery=0.0062; overhead=24.5; drops=0; encounters=11; std_base=0.0029,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,stress,T4_VeryShortTtl_5to10min,TP01,07_traffic,stress
T4_VeryShortTtl_5to10min__TP03_ManySmall,TP_NOT_DIFFERENTIATING,delivery=0.0053; overhead=32.375; drops=0; encounters=11; std_base=0.0029,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,stress,T4_VeryShortTtl_5to10min,TP03,07_traffic,stress
T4_VeryShortTtl_5to10min__TP07_BurstWindow,TP_NOT_DIFFERENTIATING,delivery=0.0082; overhead=28.5; drops=0; encounters=11; std_base=0.0029,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,stress,T4_VeryShortTtl_5to10min,TP07,07_traffic,stress
T4_VeryShortTtl_5to10min__TP08_HubTarget,TP_NOT_DIFFERENTIATING,delivery=0.0031; overhead=50.5; drops=0; encounters=11; std_base=0.0029,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,stress,T4_VeryShortTtl_5to10min,TP08,07_traffic,stress
T4_VeryShortTtl_5to10min__TP09_Bimodal,TP_NOT_DIFFERENTIATING,delivery=0.0052; overhead=27.5; drops=0.0699; encounters=11; std_base=0.0029,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,stress,T4_VeryShortTtl_5to10min,TP09,07_traffic,stress
T4_VeryShortTtl_5to10min__TP10_Storm,TP_NOT_DIFFERENTIATING,delivery=0.0012; overhead=40; drops=0.9252; encounters=11; std_base=0.0029,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,stress,T4_VeryShortTtl_5to10min,TP10,07_traffic,stress
T4_VeryShortTtl_5to10min__TP12_GroupToGroup,TP_NOT_DIFFERENTIATING,delivery=0.0031; overhead=45; drops=0; encounters=11; std_base=0.0029,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,stress,T4_VeryShortTtl_5to10min,TP12,07_traffic,stress
T6_UniformSources_RandomFromTo__TP01_Baseline,TP_NOT_DIFFERENTIATING,delivery=0.0329; overhead=31.625; drops=0; encounters=33; std_base=0.0141,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,stress,T6_UniformSources_RandomFromTo,TP01,07_traffic,stress
T6_UniformSources_RandomFromTo__TP02_LowLoad,TP_NOT_DIFFERENTIATING,delivery=0.0316; overhead=41.6667; drops=0; encounters=33; std_base=0.0141,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,stress,T6_UniformSources_RandomFromTo,TP02,07_traffic,stress
T6_UniformSources_RandomFromTo__TP03_ManySmall,TP_NOT_DIFFERENTIATING,delivery=0.025; overhead=32.9643; drops=0; encounters=33; std_base=0.0141,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,stress,T6_UniformSources_RandomFromTo,TP03,07_traffic,stress
T6_UniformSources_RandomFromTo__TP04_FewLarge,TP_NOT_DIFFERENTIATING,delivery=0.0276; overhead=29.6; drops=0; encounters=33; std_base=0.0141,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,stress,T6_UniformSources_RandomFromTo,TP04,07_traffic,stress
T6_UniformSources_RandomFromTo__TP06_OneToMany,TP_NOT_DIFFERENTIATING,delivery=0.0412; overhead=8.35; drops=0; encounters=33; std_base=0.0141,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,stress,T6_UniformSources_RandomFromTo,TP06,07_traffic,stress
T6_UniformSources_RandomFromTo__TP07_BurstWindow,TP_NOT_DIFFERENTIATING,delivery=0.0453; overhead=41.4118; drops=0; encounters=36; std_base=0.0141,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,stress,T6_UniformSources_RandomFromTo,TP07,07_traffic,stress
T6_UniformSources_RandomFromTo__TP08_HubTarget,TP_NOT_DIFFERENTIATING,delivery=0.0351; overhead=28.9118; drops=0; encounters=33; std_base=0.0141,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,stress,T6_UniformSources_RandomFromTo,TP08,07_traffic,stress
T6_UniformSources_RandomFromTo__TP09_Bimodal,TP_NOT_DIFFERENTIATING,delivery=0.0328; overhead=25.1053; drops=0; encounters=33; std_base=0.0141,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,stress,T6_UniformSources_RandomFromTo,TP09,07_traffic,stress
T6_UniformSources_RandomFromTo__TP10_Storm,TP_NOT_DIFFERENTIATING,delivery=0.0036; overhead=33.3182; drops=1.0332; encounters=33; std_base=0.0141,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,stress,T6_UniformSources_RandomFromTo,TP10,07_traffic,stress
T6_UniformSources_RandomFromTo__TP11_ManyToOne,TP_NOT_DIFFERENTIATING,delivery=0.0361; overhead=25.3143; drops=0; encounters=33; std_base=0.0141,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,stress,T6_UniformSources_RandomFromTo,TP11,07_traffic,stress
T6_UniformSources_RandomFromTo__TP12_GroupToGroup,TP_NOT_DIFFERENTIATING,delivery=0.0409; overhead=21.2; drops=0; encounters=33; std_base=0.0141,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,stress,T6_UniformSources_RandomFromTo,TP12,07_traffic,stress
T9_BufferStress_SmallBufferHighTraffic__TP01_Baseline,TP_NOT_DIFFERENTIATING,delivery=0.0166; overhead=59.375; drops=0.029; encounters=32; std_base=0.0109,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,stress,T9_BufferStress_SmallBufferHighTraffic,TP01,07_traffic,stress
T9_BufferStress_SmallBufferHighTraffic__TP02_LowLoad,TP_NOT_DIFFERENTIATING,delivery=0.0211; overhead=45.5; drops=0; encounters=32; std_base=0.0109,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,stress,T9_BufferStress_SmallBufferHighTraffic,TP02,07_traffic,stress
T9_BufferStress_SmallBufferHighTraffic__TP03_ManySmall,TP_NOT_DIFFERENTIATING,delivery=0.0206; overhead=36.3043; drops=0; encounters=32; std_base=0.0109,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,stress,T9_BufferStress_SmallBufferHighTraffic,TP03,07_traffic,stress
T9_BufferStress_SmallBufferHighTraffic__TP07_BurstWindow,TP_NOT_DIFFERENTIATING,delivery=0.0275; overhead=61.2; drops=0.1346; encounters=32; std_base=0.0109,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,stress,T9_BufferStress_SmallBufferHighTraffic,TP07,07_traffic,stress
T9_BufferStress_SmallBufferHighTraffic__TP08_HubTarget,TP_NOT_DIFFERENTIATING,delivery=0.0258; overhead=28.36; drops=0.2629; encounters=32; std_base=0.0109,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,stress,T9_BufferStress_SmallBufferHighTraffic,TP08,07_traffic,stress
T9_BufferStress_SmallBufferHighTraffic__TP09_Bimodal,TP_NOT_DIFFERENTIATING,delivery=0.0086; overhead=58.6; drops=0.5889; encounters=32; std_base=0.0109,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,stress,T9_BufferStress_SmallBufferHighTraffic,TP09,07_traffic,stress
T9_BufferStress_SmallBufferHighTraffic__TP10_Storm,TP_NOT_DIFFERENTIATING,delivery=0.0028; overhead=25.2353; drops=0.9922; encounters=32; std_base=0.0109,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,stress,T9_BufferStress_SmallBufferHighTraffic,TP10,07_traffic,stress
T9_BufferStress_SmallBufferHighTraffic__TP12_GroupToGroup,TP_NOT_DIFFERENTIATING,delivery=0.0164; overhead=53.5; drops=0.0307; encounters=32; std_base=0.0109,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,stress,T9_BufferStress_SmallBufferHighTraffic,TP12,07_traffic,stress
R5_MountainRescue__TP12_GroupToGroup,STRUCTURAL_PARTITION_VALID,delivery=0; overhead=na; drops=0; encounters=3; std_base=0.011,Sin cambio de movilidad; etiquetar benchmark_split=control en manifest,delivery=0 aceptado como control de partición,P1,mantener,R5_MountainRescue,TP12,04_rural,control
T13_Buffer_256k__TP12_GroupToGroup,STRUCTURAL_PARTITION_VALID,delivery=0; overhead=na; drops=0.9611; encounters=9; std_base=0.0055,Sin cambio de movilidad; etiquetar benchmark_split=control en manifest,delivery=0 aceptado como control de partición,P1,mantener,T13_Buffer_256k,TP12,07_traffic,stress
V3_BusOnlyCarriers_HelsinkiMedium__TP12_GroupToGroup,STRUCTURAL_PARTITION_VALID,delivery=0; overhead=na; drops=0; encounters=558; std_base=0.1365,Sin cambio de movilidad; etiquetar benchmark_split=control en manifest,delivery=0 aceptado como control de partición,P2,mantener,V3_BusOnlyCarriers_HelsinkiMedium,TP12,03_vehicles,control
R2_VillagesTrails_ThreeClusters__TP12_GroupToGroup,STRUCTURAL_PARTITION_VALID,delivery=0; overhead=na; drops=0; encounters=258; std_base=0.0993,Sin cambio de movilidad; etiquetar benchmark_split=control en manifest,delivery=0 aceptado como control de partición,P2,mantener,R2_VillagesTrails_ThreeClusters,TP12,04_rural,control
D1_ShelterHotspots_Clusters__TP12_GroupToGroup,STRUCTURAL_PARTITION_VALID,delivery=0; overhead=na; drops=0; encounters=12412; std_base=0.1317,Sin cambio de movilidad; etiquetar benchmark_split=control en manifest,delivery=0 aceptado como control de partición,P2,mantener,D1_ShelterHotspots_Clusters,TP12,05_disaster,control
D2_PartitionedCity_MuleBridge__TP12_GroupToGroup,STRUCTURAL_PARTITION_VALID,delivery=0; overhead=na; drops=0; encounters=1699; std_base=0.2065,Sin cambio de movilidad; etiquetar benchmark_split=control en manifest,delivery=0 aceptado como control de partición,P2,mantener,D2_PartitionedCity_MuleBridge,TP12,05_disaster,control
D8_InfrastructureReturns_BackboneLinks__TP12_GroupToGroup,STRUCTURAL_PARTITION_VALID,delivery=0; overhead=na; drops=0; encounters=3683; std_base=0.1759,Sin cambio de movilidad; etiquetar benchmark_split=control en manifest,delivery=0 aceptado como control de partición,P2,mantener,D8_InfrastructureReturns_BackboneLinks,TP12,05_disaster,control
S1_StrongCommunities_SeparateClusters__TP12_GroupToGroup,STRUCTURAL_PARTITION_VALID,delivery=0; overhead=na; drops=0; encounters=8022; std_base=0.0871,Sin cambio de movilidad; etiquetar benchmark_split=control en manifest,delivery=0 aceptado como control de partición,P2,mantener,S1_StrongCommunities_SeparateClusters,TP12,06_social,control
S6_FamilyGroups_SmallPersistent__TP12_GroupToGroup,STRUCTURAL_PARTITION_VALID,delivery=0; overhead=na; drops=0; encounters=4102; std_base=0.0249,Sin cambio de movilidad; etiquetar benchmark_split=control en manifest,delivery=0 aceptado como control de partición,P2,mantener,S6_FamilyGroups_SmallPersistent,TP12,06_social,control
C1_Campus_ClassChange__TP01_Baseline,SATURATED_DELIVERY,delivery=0.9726; overhead=57.2662; drops=0; encounters=4219; cov_world=0.9924; std_base=0.2874,Opcional: bajar tasa de generación si se busca discriminación entre TP,delivery_ratio ~0.7–0.9 en main,P2,mantener,C1_Campus_ClassChange,TP01,02_campus,main
C1_Campus_ClassChange__TP02_LowLoad,SATURATED_DELIVERY,delivery=0.9684; overhead=57.9022; drops=0; encounters=4226; cov_world=0.9924; std_base=0.2874,Opcional: bajar tasa de generación si se busca discriminación entre TP,delivery_ratio ~0.7–0.9 en main,P2,mantener,C1_Campus_ClassChange,TP02,02_campus,main
C1_Campus_ClassChange__TP03_ManySmall,SATURATED_DELIVERY,delivery=0.9593; overhead=58.0415; drops=0; encounters=4186; cov_world=0.9928; std_base=0.2874,Opcional: bajar tasa de generación si se busca discriminación entre TP,delivery_ratio ~0.7–0.9 en main,P2,mantener,C1_Campus_ClassChange,TP03,02_campus,main
C1_Campus_ClassChange__TP06_OneToMany,SATURATED_DELIVERY,delivery=0.9536; overhead=67.9427; drops=10.7392; encounters=4247; cov_world=0.99; std_base=0.2874,Opcional: bajar tasa de generación si se busca discriminación entre TP,delivery_ratio ~0.7–0.9 en main,P2,mantener,C1_Campus_ClassChange,TP06,02_campus,stress
C1_Campus_ClassChange__TP07_BurstWindow,SATURATED_DELIVERY,delivery=1; overhead=58; drops=0; encounters=4206; cov_world=0.9936; std_base=0.2874,Opcional: bajar tasa de generación si se busca discriminación entre TP,delivery_ratio ~0.7–0.9 en main,P2,mantener,C1_Campus_ClassChange,TP07,02_campus,main
C1_Campus_ClassChange__TP11_ManyToOne,SATURATED_DELIVERY,delivery=0.9608; overhead=82.7854; drops=26.3804; encounters=4247; cov_world=0.99; std_base=0.2874,Opcional: bajar tasa de generación si se busca discriminación entre TP,delivery_ratio ~0.7–0.9 en main,P2,mantener,C1_Campus_ClassChange,TP11,02_campus,stress
C1_Campus_ClassChange__TP12_GroupToGroup,SATURATED_DELIVERY,delivery=0.9611; overhead=58.3872; drops=0; encounters=4133; cov_world=0.9916; std_base=0.2874,Opcional: bajar tasa de generación si se busca discriminación entre TP,delivery_ratio ~0.7–0.9 en main,P2,mantener,C1_Campus_ClassChange,TP12,02_campus,control
C2_ExamDay_LongStays__TP07_BurstWindow,SATURATED_DELIVERY,delivery=1; overhead=46; drops=0; encounters=842; std_base=0.3141,Opcional: bajar tasa de generación si se busca discriminación entre TP,delivery_ratio ~0.7–0.9 en main,P2,mantener,C2_ExamDay_LongStays,TP07,02_campus,main
C4_Stadium_IngressEgress__TP07_BurstWindow,SATURATED_DELIVERY,delivery=1; overhead=78; drops=0; encounters=932; std_base=0.2514,Opcional: bajar tasa de generación si se busca discriminación entre TP,delivery_ratio ~0.7–0.9 en main,P2,mantener,C4_Stadium_IngressEgress,TP07,02_campus,main
V1_TaxiLow_HelsinkiMedium__TP07_BurstWindow,SATURATED_DELIVERY,delivery=1; overhead=3.1657; drops=0.3619; encounters=355; std_base=0.3014,Opcional: bajar tasa de generación si se busca discriminación entre TP,delivery_ratio ~0.7–0.9 en main,P2,mantener,V1_TaxiLow_HelsinkiMedium,TP07,03_vehicles,main
V2_TaxiHigh_HelsinkiMedium__TP01_Baseline,SATURATED_DELIVERY,delivery=0.9896; overhead=24.0565; drops=0; encounters=19748; std_base=0.1958,Opcional: bajar tasa de generación si se busca discriminación entre TP,delivery_ratio ~0.7–0.9 en main,P2,mantener,V2_TaxiHigh_HelsinkiMedium,TP01,03_vehicles,main
V2_TaxiHigh_HelsinkiMedium__TP02_LowLoad,SATURATED_DELIVERY,delivery=0.9896; overhead=23.9158; drops=0; encounters=1985; std_base=0.1958,Opcional: bajar tasa de generación si se busca discriminación entre TP,delivery_ratio ~0.7–0.9 en main,P2,mantener,V2_TaxiHigh_HelsinkiMedium,TP02,03_vehicles,main
V2_TaxiHigh_HelsinkiMedium__TP03_ManySmall,SATURATED_DELIVERY,delivery=0.9887; overhead=24.0399; drops=0; encounters=18945; std_base=0.1958,Opcional: bajar tasa de generación si se busca discriminación entre TP,delivery_ratio ~0.7–0.9 en main,P2,mantener,V2_TaxiHigh_HelsinkiMedium,TP03,03_vehicles,main
V2_TaxiHigh_HelsinkiMedium__TP06_OneToMany,SATURATED_DELIVERY,delivery=0.9887; overhead=46.7716; drops=23.3361; encounters=19198; std_base=0.1958,Opcional: bajar tasa de generación si se busca discriminación entre TP,delivery_ratio ~0.7–0.9 en main,P2,mantener,V2_TaxiHigh_HelsinkiMedium,TP06,03_vehicles,stress
V2_TaxiHigh_HelsinkiMedium__TP07_BurstWindow,SATURATED_DELIVERY,delivery=1; overhead=24; drops=0; encounters=18782; std_base=0.1958,Opcional: bajar tasa de generación si se busca discriminación entre TP,delivery_ratio ~0.7–0.9 en main,P2,mantener,V2_TaxiHigh_HelsinkiMedium,TP07,03_vehicles,main
V2_TaxiHigh_HelsinkiMedium__TP11_ManyToOne,SATURATED_DELIVERY,delivery=0.9711; overhead=70.6837; drops=46.6237; encounters=19198; std_base=0.1958,Opcional: bajar tasa de generación si se busca discriminación entre TP,delivery_ratio ~0.7–0.9 en main,P2,mantener,V2_TaxiHigh_HelsinkiMedium,TP11,03_vehicles,stress
V2_TaxiHigh_HelsinkiMedium__TP12_GroupToGroup,SATURATED_DELIVERY,delivery=0.9959; overhead=24.1745; drops=0.227; encounters=19273; std_base=0.1958,Opcional: bajar tasa de generación si se busca discriminación entre TP,delivery_ratio ~0.7–0.9 en main,P2,mantener,V2_TaxiHigh_HelsinkiMedium,TP12,03_vehicles,control
R12_SpeedExtremeHigh__TP02_LowLoad,SATURATED_DELIVERY,delivery=0.9583; overhead=37.7717; drops=0; encounters=1879; std_base=0.3071,Opcional: bajar tasa de generación si se busca discriminación entre TP,delivery_ratio ~0.7–0.9 en main,P2,mantener,R12_SpeedExtremeHigh,TP02,04_rural,main
R12_SpeedExtremeHigh__TP07_BurstWindow,SATURATED_DELIVERY,delivery=1; overhead=36.3878; drops=0; encounters=1852; std_base=0.3071,Opcional: bajar tasa de generación si se busca discriminación entre TP,delivery_ratio ~0.7–0.9 en main,P2,mantener,R12_SpeedExtremeHigh,TP07,04_rural,main
R9_ExtremeRange_200m__TP07_BurstWindow,SATURATED_DELIVERY,delivery=1; overhead=38; drops=0; encounters=594; std_base=0.3224,Opcional: bajar tasa de generación si se busca discriminación entre TP,delivery_ratio ~0.7–0.9 en main,P2,mantener,R9_ExtremeRange_200m,TP07,04_rural,main
C1_Campus_ClassChange__TP05_CriticalTTL,(sin flags),delivery=0.0253; overhead=48.5833; drops=2.2063; encounters=4219; cov_world=0.9924; std_base=0.2874,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,C1_Campus_ClassChange,TP05,02_campus,stress
C1_Campus_ClassChange__TP10_Storm,(sin flags),delivery=0.7648; overhead=47.6918; drops=36.6269; encounters=4247; cov_world=0.9928; std_base=0.2874,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,C1_Campus_ClassChange,TP10,02_campus,stress
C2_ExamDay_LongStays__TP01_Baseline,(sin flags),delivery=0.8589; overhead=46.4758; drops=0; encounters=842; cov_world=0.928; std_base=0.3141,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,C2_ExamDay_LongStays,TP01,02_campus,main
C2_ExamDay_LongStays__TP02_LowLoad,(sin flags),delivery=0.8842; overhead=46.0119; drops=0; encounters=842; cov_world=0.928; std_base=0.3141,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,C2_ExamDay_LongStays,TP02,02_campus,main
C2_ExamDay_LongStays__TP03_ManySmall,(sin flags),delivery=0.8547; overhead=46.0235; drops=0; encounters=835; std_base=0.3141,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,C2_ExamDay_LongStays,TP03,02_campus,main
C2_ExamDay_LongStays__TP05_CriticalTTL,(sin flags),delivery=0.0062; overhead=44.6667; drops=1.2676; encounters=842; std_base=0.3141,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,C2_ExamDay_LongStays,TP05,02_campus,stress
C2_ExamDay_LongStays__TP06_OneToMany,(sin flags),delivery=0.8619; overhead=51.4438; drops=5.0887; encounters=83; std_base=0.3141,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,C2_ExamDay_LongStays,TP06,02_campus,stress
C2_ExamDay_LongStays__TP10_Storm,(sin flags),delivery=0.2098; overhead=44.0588; drops=9.8315; encounters=832; std_base=0.3141,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,C2_ExamDay_LongStays,TP10,02_campus,stress
C2_ExamDay_LongStays__TP11_ManyToOne,(sin flags),delivery=0.8062; overhead=58.4706; drops=7.9103; encounters=83; std_base=0.3141,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,C2_ExamDay_LongStays,TP11,02_campus,stress
C2_ExamDay_LongStays__TP12_GroupToGroup,(sin flags),delivery=0.8609; overhead=46.8765; drops=0; encounters=841; std_base=0.3141,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,C2_ExamDay_LongStays,TP12,02_campus,control
